,text,Sentiment,created_at
203,RT @AliSohaibKhan: @NabTheDentist @AhmadJawadBTH Do you think Corona Virus (COVID 19) has paved the way for the futuristic educational mode…,positive,04-21
204,"RT @MehreenWani85: The money these high profile people like Kanika kapoor, The health minister of Lucknow and other law makers are spending…",positive,04-21
205,Many congratulations to Amb @AdelaRaz on this well-deserved appointment as the co-coordinator of COVID-19-related i… https://t.co/TsUbAFDnsE,positive,04-21
206,@NabTheDentist @AhmadJawadBTH Do you think Corona Virus (COVID 19) has paved the way for the futuristic educational model?,positive,04-21
207,"RT @asfand_says: Its Hilarious😄
This joke cracked me up😂🤣😂😄.
During #lockdownpakistan ,people r free &amp; they work their mind to write such j…",positive,04-21
208,RT @IftikharFirdous: The 'worst' of Covid-19 is yet to come warns World Health Organization  https://t.co/x0WkeJV9tM,negative,04-21
209,"Even if you test negative for COVID-19, assume you have it, experts say @suhail_naik @drmirmushtak @Parvaizkoul https://t.co/UqGVXAMhWm",negative,04-21
210,"RT @RuchiKumar: My latest on India's ministry of alternative medicines (AYUSH) pushing untested medicines to ""cure"" Coronavirus. 

Its mini…",positive,04-21
211,Pakistani healthcare providers uphold nerve-racking fight against COVID-19. #pakistan https://t.co/CxSmiL9vHc,negative,04-21
212,"RT @HabiibAmin: Bulk of thanks to H.E .@narendramodi for being concerned. Meanwhile, a portion of thanks to H.E Pres .@ashrafghani for his…",positive,04-21
213,27% of Pakistan’s Covid-19 cases linked to Raiwind Ijtima: report. Tableeghis is the most influential &amp; organized g… https://t.co/gHaV79J6Us,positive,04-21
214,Journalists throughout  the world is busy to awear people about safety and precautions  of COVID 19 while indian me… https://t.co/aNonan397j,positive,04-21
215,"COVID-19: Panic grips health workers, doctors at GMC Bla after colleague tests positive

GMC staff alleges lack of PPEs to fight Covid-19",positive,04-21
216,"COVID-19: Panic grips health workers, doctors at GMC Bla after colleague tests positive

GMC staff alleges lack of PPEs to fight Covid-19",positive,04-21
217,Afghan President Ashraf Ghani and first Lady tested negative for COVID-19 👇 https://t.co/wm7Gzddh4I,negative,04-21
218,RT @Islaamabad: Air quality in #Islamabad has turned so clean that even small village houses on #MargallaHills can be seen with naked eyes…,positive,04-21
219,"RT @EnayatAzad: .@NRC_Norway supported 17K vulnerable Afghan families with hygiene kits across settlements in #Herat and #Kabul, the two pr…",negative,04-21
220,"Global Covid-19 cases tally tops 2.5 million:
It took around 75 days for the first 500,000 cases to be reported, an… https://t.co/qut8xR2a2m",positive,04-21
221,"RT @sayedsalahuddin: With 52 new positive cases of COVID-19, Kabul has now become the epicentre of the virus in Afghanistan. Tough weeks li…",negative,04-21
222,RT @IftikharFirdous: The 'worst' of Covid-19 is yet to come warns World Health Organization  https://t.co/x0WkeJV9tM,negative,04-21
223,RT @IftikharFirdous: The 'worst' of Covid-19 is yet to come warns World Health Organization  https://t.co/x0WkeJV9tM,negative,04-21
224,"RT @PakPMO: Live Stream: Prime Minister of Pakistan @ImranKhanPTI's Media Talk and updates on COVID-19 in Islamabad (21.04.20)

https://t.c…",positive,04-21
225,"More men die from COVID-19 than women, but why? https://t.co/dMYv6GKGVy",positive,04-21
226,RT @IftikharFirdous: A new study by China’s scientists found the ability of the COVID-19 to mutate has been vastly underestimated and diffe…,positive,04-21
227,"RT @PIBSrinagar: Direct Benefit Transfer (DBT) is ensuring Financial Security amidst the COVID-19 Lockdown. #IndiaFightsCorona 

Via @mygov…",positive,04-21
228,"*COVID-19 Control Room releases SOPs for pregnant ladies in Red zones*
  🧪👇🏻
*Full details on link below*… https://t.co/UoJ39yL7BO",positive,04-21
229,"RT @rifatabdullahh: #COVID-19 
#IRAN

Iran has almost won the war against COVID-19,  USA is sinking, 

#IRAN
Positive case 83505
Recovered…",positive,04-21
230,Pakistani healthcare providers uphold nerve-racking fight against COVID-19. #pakistan https://t.co/dsOHHzrGGy,negative,04-21
231,RT @sayedsajidali6: Labelling Muslims for every disaster is new normal in India. From Love Jihad to accusing 'Jamatis' for covid 19 has exp…,positive,04-21
232,"RT @Livestockextkp: 3) “The way forwrd is not 2 get panic,but absolutly 2 act concurently. The role of privat sector/farmers N keping the f…",positive,04-21
233,RT @IftikharFirdous: A new study by China’s scientists found the ability of the COVID-19 to mutate has been vastly underestimated and diffe…,positive,04-21
234,"#Islamophobia_In_India
Muslims being falsely blamed for spreading COVID-19 in India has resulted in:
-Muslim truck… https://t.co/TAQoA98BNs",negative,04-21
235,music be hitting different during quarantine like damn these could be the last songs I listen to before I'm struck down by the covid-19,negative,04-21
236,It's the last songs I listen to before I'm struck down by the covid-19,negative,04-21
237,People to follow social distancing to avoid spread of COVID-19: Bilawal https://t.co/NDNxuwkh8m,positive,04-21
238,"RT @AtharParvaiz: #WeStandWithMasrat 
She has been booked for her ""anti national posts"" on social media. Journalists are being constantly p…",positive,04-21
239,RT @IftikharFirdous: The 'worst' of Covid-19 is yet to come warns World Health Organization  https://t.co/x0WkeJV9tM,negative,04-21
240,RT @IftikharFirdous: The 'worst' of Covid-19 is yet to come warns World Health Organization  https://t.co/x0WkeJV9tM,negative,04-21
241,A new study by China’s scientists found the ability of the COVID-19 to mutate has been vastly underestimated and di… https://t.co/Wb1qz056zM,positive,04-21
242,RT @IftikharFirdous: The 'worst' of Covid-19 is yet to come warns World Health Organization  https://t.co/x0WkeJV9tM,negative,04-21
243,RT @IftikharFirdous: The 'worst' of Covid-19 is yet to come warns World Health Organization  https://t.co/x0WkeJV9tM,negative,04-21
244,RT @IftikharFirdous: The 'worst' of Covid-19 is yet to come warns World Health Organization  https://t.co/x0WkeJV9tM,negative,04-21
245,"RT @hasaankhawar: Pakistan doing much better in COVID-19 testing than India, Mexico,  Bangladesh and Indonesia!

Pooled/blocked testing app…",positive,04-21
246,The 'worst' of Covid-19 is yet to come warns World Health Organization  https://t.co/x0WkeJV9tM,negative,04-21
247,"COVID-19 Control Room releases SOPs for pregnant ladies in Red zones

SRINAGAR, APR 21: The Divisional Administrati… https://t.co/B6102RFYHh",positive,04-21
248,"Hancock explains the importance of using per capita measures for COVID-19 fatalities, rather than an absolute figure. 📢 👇
G.E.R.M.A.N.Y",positive,04-21
249,RT @SafiPeerzada: @Samanfawadian Thank you. We're planning to get back to educational institutes for strengthening connections between the…,positive,04-21
250,"COVID-19: Doctor Among 12 Persons Test Positive In J&amp;#038;K, Toll Reaches 380 @tlegitimate https://t.co/FlyRYcJWvS",positive,04-21
251,"RT @AtharParvaiz: #WeStandWithMasrat 
She has been booked for her ""anti national posts"" on social media. Journalists are being constantly p…",positive,04-21
252,"Whole world is fighting Covid-19 ,everyone is giving it's best to stop its spread while as india is continuously tr… https://t.co/AnpcLv8kRU",positive,04-21
253,"RT @EnayatAzad: .@NRC_Norway supported 17K vulnerable Afghan families with hygiene kits across settlements in #Herat and #Kabul, the two pr…",negative,04-21
254,This facist regime and their puppets everywhere are taking advantage of Covid-19 and trying to put criminal charges… https://t.co/12biytYoZ9,negative,04-21
255,RT @pajhwok: 66 new Covid-19 cases reported in Afghanistan: By Pajhwok Report on 21 April 2020 KABUL (Pajhwok): Another 66 individuals have…,positive,04-21
256,Is “PM COVID-19 Relief Fund” the little brother of “Diamir Bhasha Dam Fund”?,negative,04-21
257,COVID-19: Lockdown persists for 28th straight day in JK | KNO https://t.co/kcKlmMg4FN,positive,04-21
258,"Today's #Detailed #CoronaVirus Update #Jammu &amp; #Kashmir : #Doctor Among 12 More Test Positive, J&amp;K COVID-19 Tally A… https://t.co/HNOTT2MxEd",positive,04-21
259,"RT @UNDPTJK: Get chance 2 earn $ 5,000 with #UNDPTJK #InnoResponseChallenge Find innovative tools, solutions to mitigate #COVID-19 conseque…",positive,04-21
260,#COVID19 has shaken the foundations of the global economic system &amp;exposed the lack of preparedness to fight the… https://t.co/1YhIPuixkJ,positive,04-21
261,"66 new COVID-19 confirmed cases in Afghanistan, total 1,092 https://t.co/ixrifLF1On https://t.co/ks2TnT1ap8",positive,04-21
262,"RT @AtharParvaiz: #WeStandWithMasrat 
She has been booked for her ""anti national posts"" on social media. Journalists are being constantly p…",positive,04-21
263,We - #i2iinsights team - just released a detailed study on the impact of COVID-19 on the startup ecosystem in Pakis… https://t.co/46kY091Lss,positive,04-21
264,"*COVID-19 pandemic: Start normal functions within a week: Div Com to private hospitals*

*Strict action against vio… https://t.co/HluKZTfRIE",positive,04-21
265,"RT @AtharParvaiz: #WeStandWithMasrat 
She has been booked for her ""anti national posts"" on social media. Journalists are being constantly p…",positive,04-21
266,Very positive development from Odisha govt to give status of a martyr to a dead health care worker fighting Covid 19 ...,positive,04-21
267,"RT @PakPMO: Live Stream: Prime Minister of Pakistan @ImranKhanPTI's Media Talk and updates on COVID-19 in Islamabad (21.04.20)

https://t.c…",positive,04-21
268,"RT @tkwmag: GMC staff alleges lack of PPEs to fight #COVIDー19 after doctor tests positive
https://t.co/nnTkxOrdW6",positive,04-21
269,"Detailed Report: Doctor Among 12 More Test Positive, J&amp;K COVID-19 Tally At 380//5 Districts with 80% Cases Identifi… https://t.co/Bt9vdTfB9T",positive,04-21
270,"RT @pajhwok: 71 More Taliban prisoners from 7 provinces (Ningarhar, Laghman, Kunar, Nuristan, Faryab, Uruzgan, Baghlan) were released today…",positive,04-21
271,"GMC staff alleges lack of PPEs to fight #COVIDー19 after doctor tests positive
https://t.co/nnTkxOrdW6",positive,04-21
272,"@Hamster41 21 to 70, that is a rather broad range. Dangers of covid 19 and need for precautions is in disputed, but… https://t.co/vaA2MRzJNm",positive,04-21
273,"COVID-19: Panic grips health workers, doctors at GMC Bla after colleague tests positive | KNO https://t.co/KEaUcFEfnF",positive,04-21
274,The already battered economy of Jammu and Kashmir is suffering an estimated loss of Rs 270 crore per day due to COV… https://t.co/AnAtOCEy5J,negative,04-21
275,"#NIH USA 🇺🇸 issued treatment guidelines for #COVID19. The Guidelines, developed by an expert US panel, are intended… https://t.co/OeS2hLFDVo",positive,04-21
276,"RT @rifatabdullahh: #COVID-19 
#IRAN

Iran has almost won the war against COVID-19,  USA is sinking, 

#IRAN
Positive case 83505
Recovered…",positive,04-21
277,"COVID-19: Doctor among 12 persons test positive in J&amp;K, toll reaches 380 | KNO https://t.co/MVo2VamT7U",positive,04-21
278,RT @listenshahid: #Srinagar is among 16 distts in country to share best practices in Covid combat. Hard work of hundreds of colleagues from…,positive,04-21
279,COVID-19 Control Room releases SOPs for pregnant ladies in Red zones https://t.co/KRBmAP4prl https://t.co/IzX1yLcne7,positive,04-21
280,"*COVID-19: Lockdown persists for 28th straight day in JK*

Srinagar, Apr 21 (KNO): Strict lockdown continued to rem… https://t.co/lQHaDLfa6O",positive,04-21
281,@KgeKjell @erna_solberg @Statsmin_kontor Wise interaction with kids during #Covid_19 pandemic to boost their mental therapy.,positive,04-21
282,"RT @HelenaMalikyar: 🇮🇹Italian military unit in Herat has gifted a package containing masks, gloves, disinfectants, etc. to Herat's Covid-19…",positive,04-21
283,"#COVID_19 
#JammuAndKashmir 

Doctor Among 12 More Test Positive, J&amp;K COVID-19 Tally At 380.5 Districts with 80% Ca… https://t.co/R9eBGkwph3",positive,04-21
284,"I am not sure, whether this Covid 19 has brought changes to world or not. But I am pretty much sure it has brought… https://t.co/zUa9SFmAEH",positive,04-21
285,"RT @rifatabdullahh: #COVID-19 
#IRAN

Iran has almost won the war against COVID-19,  USA is sinking, 

#IRAN
Positive case 83505
Recovered…",positive,04-21
