,text,Sentiment,created_at
213,RT @ankitkapoor96: Another Coronavirus PSA that no one asked for. #CoronavirusOutbreakindia  #WFH #COVID2019india #MannKiBaat #gaumutr #wor…,positive,04-26
214,"So glad to finally launch our new website (still at https://t.co/75tj5HqcgH) to a new, responsive shell. It's been… https://t.co/2UMkJB85lp",positive,04-26
215,"Pak Hendi ga ambil opsi PSBB, tapi pembatasan kegiatan masyarakat (PKM). Dua perbedaan yang ada kalo aku baca antar… https://t.co/9bxPpZ0hZh",positive,04-26
216,@vanOnselenP Yep. Since we are socially isolating and WFH. There’s no one that I’ve spent 15mins with! I guess if I… https://t.co/rBXanEQI9S,positive,04-26
217,"@jyotsana333 @iam_tanishka Hume aisa udate udate khabar aayi hai corporate industry ki, that wfh will continue till oct 🌝🌚",positive,04-26
218,Teams Call with the Day 1s! #WFH being put to good use one way! https://t.co/Y1Zi40CnX5,positive,04-26
219,"RT @BroHilderchump: For those wondering, my 42yo wife with a chronic lung condition will not be able to WFH.

Official advice she received…",positive,04-26
220,"Protecting the #health sector by “defending forward” is indeed a good idea. Since our shift to #WFH,… https://t.co/9SAGwmHnT7",positive,04-26
221,@hanjingsungg Iyaa ih sama bill :(( cuman diem depan laptop sm hp aja hari hari. Iya ih aku wfh udh jalan sebulan b… https://t.co/1uHNe3VERA,positive,04-26
222,RT @ankitkapoor96: Another Coronavirus PSA that no one asked for. #CoronavirusOutbreakindia  #WFH #COVID2019india #MannKiBaat #gaumutr #wor…,positive,04-26
223,"Happy Sunday folks! Hope you are all ready for another week of iso, WFH and home schooling.
What was for dinner at… https://t.co/gNIAp1JIHP",positive,04-26
224,This may be true  as an aggregate trend👇🏽 In fact some have shared in our virtual meetings that #wfh is an unequal… https://t.co/RG9h3PNV7t,positive,04-26
225,Im absolutely knackered... thats how ya wanna feel after a weekend. Cracking open the emergency stash. Yay WFH so i… https://t.co/jAv6ms8QSf,positive,04-26
226,"WFH be like:
Me: “I’ve got so much to do omg” 

 &lt;user&gt; invited you to play DOTA 2! 

Me: “HEEELLL yes. LET’s GO”",positive,04-26
227,"RT @AbanitaD: I second every word of this tweet by @greatbong 

Create guidelines. Train your managers. Discuss what is working for your te…",positive,04-26
228,"RT @Zakka_Jacob: A day in the life of @CNNnews18 reporters. 

#WFH is not as easy as you think. 

.@CNNnews18 is always family, but this st…",positive,04-26
229,"My week in tshirts
***
#tshirts #shirts #tops #myweek #WFH #workfromhome #casual #workattire #slogantee #tee… https://t.co/Sw4khxKrfR",negative,04-26
230,"https://t.co/h287VybX0t
 
Are you binge eating, not exercising and just stressing out while you #WFH. Don’t worry w… https://t.co/YYkEaTXEaf",negative,04-26
231,"RT @AbanitaD: I second every word of this tweet by @greatbong 

Create guidelines. Train your managers. Discuss what is working for your te…",negative,04-26
232,"RT @AbanitaD: I second every word of this tweet by @greatbong 

Create guidelines. Train your managers. Discuss what is working for your te…",negative,04-26
233,"Lo kira gw Kantong Doraemon yang bisa nurutin kemauan Lo dalam sekejap. 

Gw udah wfh, paham ga sih.
Gw udah pengan… https://t.co/jDs1GpWkoW",negative,04-26
234,"@blarndonurie worse, wfh blurred our concept of weekends. 😭",negative,04-26
235,"RT @Teamfynzo: Increase survey counts exponentially by QR codes.

#survey #feedback #fynzo #qrcodes #research #saassales #software #WFH #wf…",negative,04-26
236,"RT @BroHilderchump: For those wondering, my 42yo wife with a chronic lung condition will not be able to WFH.

Official advice she received…",negative,04-26
237,"RT @EpsonAust: Stay home, stay safe. #WFH https://t.co/OKG53UIMo2",negative,04-26
238,"RT @BroHilderchump: For those wondering, my 42yo wife with a chronic lung condition will not be able to WFH.

Official advice she received…",negative,04-26
239,"As a #leader you are responsible for the environment your people operate in.

This is not your normal #wfh situatio… https://t.co/76XOU0QbFn",positive,04-26
240,@AnnastaciaMP Get. Kids. Back. In. School. This is not sustainable! WFH parents are under too much pressure to main… https://t.co/9nDuXS8D13,positive,04-26
241,"I second every word of this tweet by @greatbong 

Create guidelines. Train your managers. Discuss what is working f… https://t.co/dx1D34OPPO",positive,04-26
242,"Beautiful thread for all the mothers/parents who are working out there! 

#AcademicTwitter #WFH https://t.co/1ZVVAl9t2k",positive,04-26
243,"RT @BSNL_GJ: We at #BSNL stay committed to serve you during these difficult times.
Our lockdown Warriors attending OFC Fault at Surangi BTS…",positive,04-26
244,"Stay home, stay safe. #WFH https://t.co/OKG53UIMo2",positive,04-26
245,RT @arunbharti_: TCS has 4.48 lakh employees. 3.5 lakh in India. Since 2025 it plans to have 75% of it's workforce to work from home. Curre…,positive,04-26
246,TCS has 4.48 lakh employees. 3.5 lakh in India. Since 2025 it plans to have 75% of it's workforce to work from home… https://t.co/DxEHaEvtBR,positive,04-26
247,Another Coronavirus PSA that no one asked for. #CoronavirusOutbreakindia  #WFH #COVID2019india #MannKiBaat #gaumutr… https://t.co/RRo54UGGkz,positive,04-26
248,RT @DianeSmithG: while we all WFH we should drum up a manifesto about what's needed for WFH to work for all for the future,positive,04-26
249,"RT @Zakka_Jacob: A day in the life of @CNNnews18 reporters. 

#WFH is not as easy as you think. 

.@CNNnews18 is always family, but this st…",positive,04-26
250,@gingerbellss ano muna tattoo mo? musta wfh dyan?,positive,04-26
251,"Although businesses struggle to maintain continuity in a new remote-work environment, customers expect service as u… https://t.co/8pJOhyK0Mo",positive,04-26
252,No doubt that #wfh #contactcenter employees are being put to the test! That's why supporting them with coaching and… https://t.co/PFeX7vYwje,positive,04-26
253,"RT @iMusing: Trioli points to how quickly we were able to switch to WFH in a crisis - this is a flexibility and productivity convo, basical…",positive,04-26
254,@GauravPandhi WFH is getting to you bro. Just like the rest of us.,positive,04-26
255,"RT @LJKenward: WA is relaxing the social distancing rules, gatherings back to 10 ppl.

So, how do I start the convo with my company that I…",positive,04-26
256,@xlarun @WeekendInvestng Mental health issue is definitely a big concern. But it's not like a particular individual… https://t.co/iOqVFCfqJR,positive,04-26
257,@meetmysagi Welcome to my kind of wfh gi wkwkw. Dah hampir 3 minggu gw berkutat sama tulisan kyk gini 🙃,positive,04-26
258,"Ferrari Guy in Lockdown of Indore city😂😝🤣😛
.
.
. 
.
.

#workfromhome #StayAtHomeSaveLives
#Coronavirus #CoronaAlert… https://t.co/29JxVkSrVD",positive,04-26
259,"None of us is as strong as ALL of us.- On the cover of one of my notebooks
Wish you a comfortable siesta, if not #WFH !",positive,04-26
260,"RT @Zakka_Jacob: A day in the life of @CNNnews18 reporters. 

#WFH is not as easy as you think. 

.@CNNnews18 is always family, but this st…",positive,04-26
261,"RT @Zakka_Jacob: A day in the life of @CNNnews18 reporters. 

#WFH is not as easy as you think. 

.@CNNnews18 is always family, but this st…",positive,04-26
262,"RT @Zakka_Jacob: A day in the life of @CNNnews18 reporters. 

#WFH is not as easy as you think. 

.@CNNnews18 is always family, but this st…",positive,04-26
263,"A day in the life of @CNNnews18 reporters. 

#WFH is not as easy as you think. 

.@CNNnews18 is always family, but… https://t.co/6vsJ7miYCr",positive,04-26
264,There should be a complete travel ban within districts as well. All the districts which are Covid Free should resum… https://t.co/pfvRaZklkY,positive,04-26
265,"RT @prashantDocean: @_brownelephant Done 👐
#wfh #deskgiveaway #giveaway #brownelephantfurniture #ContestAlert
@_brownelephant 

@karan875…",positive,04-26
266,Being hydrated also acts as a barrier to potential unnecessary snacking because most of the people often confuse th… https://t.co/MN1r5DM3FJ,positive,04-26
267,"Jira: RT Jira: With the current trend, how have you made your #WFH setup unique? Here are some Atlassian employees… https://t.co/Ka6jpQqX1Z",positive,04-26
268,Jira: Build and ship faster software using #Slack + Jira : https://t.co/MtP6u0OOKA #DevOps #WFH #remotework,positive,04-26
269,"RT @Raindrops_NGO: For people with intellectual disabilities, a #WFH environment may be more comfortable and accessible. Let's create more…",positive,04-26
270,"RT @BroHilderchump: For those wondering, my 42yo wife with a chronic lung condition will not be able to WFH.

Official advice she received…",positive,04-26
271,"RT @BroHilderchump: For those wondering, my 42yo wife with a chronic lung condition will not be able to WFH.

Official advice she received…",positive,04-26
272,"For what it’s worth, this is supported by most academic research on this question. One of the clearest studies is b… https://t.co/5FH5lryWrg",positive,04-26
273,@strathy2014 @GregHuntMP @ScottMorrisonMP @AlboMP The app is being put in place as part of the package of measures… https://t.co/chDdNkNeu3,positive,04-26
274,"@blxndreason Iyaaaa.

It requires more times tapi lebih fun 🤣🤣🤣
Cuma masalahnya gak fokus, I need to flatten my bel… https://t.co/2azDSwMPdR",positive,04-26
275,"RT @prashantDocean: @_brownelephant Done 👐
#wfh #deskgiveaway #giveaway #brownelephantfurniture #ContestAlert
@_brownelephant 

@Pls_wait4m…",positive,04-26
276,RT @amyjvassallo: Have my fav #FWonSpotify playlist blasting as I finish preparing this months @FranklinWomen newsletter 🎶👩🏻‍💻. We’re shari…,positive,04-26
277,"@GabbbarSingh I know that's a joke so will take it. But on a serious note, since WFH my work hours have increased.",positive,04-26
278,1/2Today our @PMOIndia @CimGOI promoting WFH culture and our companies also promoting that but reality is so differ… https://t.co/dCBgg4B5C7,positive,04-26
279,"RT @crys_sam: @Airtel_Presence @airtelindia could you please take some action .

#complain @TRAI @PMOIndia @narendramodi and you are expect…",positive,04-26
280,RT @amyjvassallo: Have my fav #FWonSpotify playlist blasting as I finish preparing this months @FranklinWomen newsletter 🎶👩🏻‍💻. We’re shari…,positive,04-26
281,"RT @Rishabhprakash4: @TataConsumer A big desktop for video conference with staff, another laptop for analytics and another one for data col…",positive,04-26
282,RT @amyjvassallo: Have my fav #FWonSpotify playlist blasting as I finish preparing this months @FranklinWomen newsletter 🎶👩🏻‍💻. We’re shari…,positive,04-26
283,"15mins 1.5m near someone I don’t know before it registers, won’t do that anytime soon so App is pointless for me.… https://t.co/3aSbifgnTj",positive,04-26
284,"RT @Rishabhprakash4: @TataConsumer A big desktop for video conference with staff, another laptop for analytics and another one for data col…",positive,04-26
285,"RT @Rishabhprakash4: @TataConsumer A big desktop for video conference with staff, another laptop for analytics and another one for data col…",positive,04-26
286,"RT @BroHilderchump: For those wondering, my 42yo wife with a chronic lung condition will not be able to WFH.

Official advice she received…",positive,04-26
287,RT @amyjvassallo: Have my fav #FWonSpotify playlist blasting as I finish preparing this months @FranklinWomen newsletter 🎶👩🏻‍💻. We’re shari…,positive,04-26
288,RT @amyjvassallo: Have my fav #FWonSpotify playlist blasting as I finish preparing this months @FranklinWomen newsletter 🎶👩🏻‍💻. We’re shari…,positive,04-26
289,"RT @BSNL_GJ: We at #BSNL stay committed to serve you during these difficult times.
Our lockdown Warriors attending OFC Fault at Surangi BTS…",negative,04-26
290,"RT @Rishabhprakash4: @TataConsumer A big desktop for video conference with staff, another laptop for analytics and another one for data col…",negative,04-26
291,Have my fav #FWonSpotify playlist blasting as I finish preparing this months @FranklinWomen newsletter 🎶👩🏻‍💻. We’re… https://t.co/DOVEeez7Zv,negative,04-26
292,"Positives of Carona
1. Many homes re-designed out of existing houses
2. Redefining false normals
3. #WFH viable opt… https://t.co/FCXDNBOsBN",negative,04-26
293,"@tarah It's WFH day, like every other .... day! https://t.co/tE3W6ZPUHH",negative,04-26
294,"RT @capra_bianca: As we transitioned to #WFH and started practicing physical distancing - I noticed a curious development.

Check out my la…",negative,04-26
295,"As we transitioned to #WFH and started practicing physical distancing - I noticed a curious development.

Check out… https://t.co/LLE0pK4gKO",negative,04-26
296,"@SamsungAU Sinatra, she cant find a place to fit.              In a Serif TV box she’d really like to sit.   While… https://t.co/TOdFDMPYFF",negative,04-26
297,"@nztechtweet My CC has a few online purchases for the transition to total WFH and some essential shopping.

But yea… https://t.co/aWcnLP52Pv",negative,04-26
298,@LJKenward That is a great Q indeed. Do you have people with kids in the office? With schools still closed the shif… https://t.co/uVpuG7UlWg,negative,04-26
299,"RT @BroHilderchump: For those wondering, my 42yo wife with a chronic lung condition will not be able to WFH.

Official advice she received…",positive,04-26
300,"RT @BroHilderchump: For those wondering, my 42yo wife with a chronic lung condition will not be able to WFH.

Official advice she received…",positive,04-26
301,"WA is relaxing the social distancing rules, gatherings back to 10 ppl.

So, how do I start the convo with my compan… https://t.co/KehcRaN5ke",positive,04-26
302,"#Nagarlal #NagarlalCartoons
Baap bada na bhaiya - sabse bada rupaiya

#corona #workfromhome #wfh #projectmanager… https://t.co/AudA7XiXH9",positive,04-26
